imdb,quote,title
78740,A deafening sonic yawn signs off this desperate finale to Universals Arthur Hailey-inspired quartet of in-flight entertainments.,The Concorde... Airport '79
78740,Aeronautically and otherwise its a bumpy trip.,The Concorde... Airport '79
78740,Unintentional comedy still seems the Airport series forte although excellent special effects work and some decent dramatics help Concorde take off.,The Concorde... Airport '79
122933,[De Niro and Crystal] would seem to be perfectly cast as this oddest of odd couples but something has gone wrong with the comic chemistry.,Analyze This
122933,The comedy is heavy and the use of the stars lazy and cliched...,Analyze This
122933,What De Niro ends up doing is simply burlesquing himself much as he would do if he were guest-hosting Saturday Night Live.,Analyze This
122933,What we learn -- yet again -- is that potentially terrific comedies are often whacked by filmmakers who feel the need to spread a little therapy themselves.,Analyze This
122933,Moments and lines are so perfect that they linger in the mind.,Analyze This
122933,Its a treat to watch Robert De Niro -- the goodfella supreme -- tweak every gangster role hes ever played.,Analyze This
122933,Funny partly because De Niro and Crystal do what we expect them to do and partly because they dont.,Analyze This
122933,De Niro and Crystal are a crackerjack pairing and their interplay is loony enough to make you forgive the movie being stuck in neutral most of the time.,Analyze This
122933,An offer you cant refuse!,Analyze This
122933,A sitcom disguised as a movie!,Analyze This
122933,A killer comedy!,Analyze This
122933,Slick and rambunctious!,Analyze This
122933,Ramis has made a fleet unself-conscious eminently enjoyable picture where one-liners carom merrily like stray bullets and where theres casual ease like the drape of a sharpsters trousers in the rapport between its two stars.,Analyze This
122933,Frequently funny and occasionally hilarious!,Analyze This
122933,Buoyantly funny!,Analyze This
122933,As the movie plods on the jokes start to fall flat.,Analyze This
122933,It ends up a one-joke picture with feeble variations.,Analyze This
122933,De Niros precise comic timing and colorful line readings constitute pics greatest pleasure!,Analyze This
122933,Billy Crystal comes into his own with a monologue that will just make you howl.,Analyze This
142192,Bracingly chilly!,The Corruptor
142192,Its rote baloney trotting out every dead-stupid cop-movie cliche in the book and doing it colorlessly.,The Corruptor
142192,An enjoyable ride!,The Corruptor
142192,A half-hearted photograph of the real thing.,The Corruptor
142192,Hard Boiled directed by the master of the genre director John Woo is a cult favorite. The Corruptor isnt in that league.,The Corruptor
142192,Visceral. Textural. Interesting.,The Corruptor
142192,Jarringly entertaining!,The Corruptor
142192,James Foley directs with lean mean stylishness and the charismatic Yun-Fat finally gets a Hollywood vehicle worthy of his talents.,The Corruptor
142192,It surprises by taking us inside Chinatown where we discover just how sinister and elaborate the relationships between the police and the businessmen can be.,The Corruptor
139134,Whats both depressing and impressive about Cruel Intentions is the profound misanthropy of its meaning.,Cruel Intentions
139134,You wont be able to resist the films ribaldry and cynicism. Kids these days!,Cruel Intentions
139134,Lascivious blackmailers and inveterate immoralists these characters behave despicably but the movie affects a tone of urbane detachment which puts sex in its proper perspective.,Cruel Intentions
139134,You sometimes have to giggle at this movie the way you do when you catch 4-year-olds playing dress-up in front of Moms closet.,Cruel Intentions
139134,It is maliciously entertaining up to a point.,Cruel Intentions
139134,This is the filmic answer to a pack of Spice Girl cards.,Cruel Intentions
139134,Rarely has a film elicited more raucous unintended laughter.,Cruel Intentions
139134,Smart and merciless!,Cruel Intentions
139134,Neither the characters nor the events are exactly the same as those of the novel but some of the same spirit comes across.,Cruel Intentions
139134,You may come to realize that if a bomb suddenly blew up everyone on screen you wouldnt particularly miss anyone.,Cruel Intentions
139134,You have the queasy sense that the whole thing is just an elaborate stunt and in this case an exploitative one.,Cruel Intentions
139134,Though writer-director Roger Kumble doesnt fully exploit this conceit Cruel Intentions is still briskly enjoyable what people might call a guilty pleasure -- only its the sort of film that would mock anyone who felt guilt in pleasure.,Cruel Intentions
139134,The teen-age target audience will probably gobble Cruel Intentions right up but for me this film boarders on creepy.,Cruel Intentions
139134,Bad acting implausible plot twists and sure-to-be-classic bad lines!,Cruel Intentions
139134,The likes of Glenn Close and John Malkovich have given way to unconvincing actors who cant grasp the concept that roles of this complexity require more than good looks.,Cruel Intentions
139134,The film is pitched too high and too rich to make a solid connection with most young viewers.,Cruel Intentions
139134,Foxy snotty enjoyably trashy!,Cruel Intentions
139134,Nasty profane and wickedly entertaining!,Cruel Intentions
139134,Cruel Intentions is the dirtiest-minded American movie in recent memory -- and an honestly corrupt entertaining picture is never anything to sneeze at.,Cruel Intentions
139134,Overbaked overproduced and overliterary!,Cruel Intentions
120735,I was thoroughly entertained while I was watching it and I havent hated myself since. And that is something though I dont know exactly what.,"Lock, Stock and Two Smoking Barrels"
120735,Expect plenty of laughs and some edge-of-your-seat sweats but not a whole lot else.,"Lock, Stock and Two Smoking Barrels"
120735,The best one can say is that its a smart cartoon and a fairly exhausting viewing experience.,"Lock, Stock and Two Smoking Barrels"
120735,Even when the accents are as indecipherable as the plot Ritchie keeps the action percolating and the humor on high.,"Lock, Stock and Two Smoking Barrels"
120735,Even if flashy Ritchies tall tale about the East End underworld starts to run out of steam the punch line is so good that it makes up for a lot.,"Lock, Stock and Two Smoking Barrels"
120735,Lock Stock & Two Smoking Barrels is the laborious title of an even more laborious Cockney action movie.,"Lock, Stock and Two Smoking Barrels"
120735,The film had me alternating between a sugar high and drowsiness. One minute I struggled to keep awake; the next I was jumping in my seat. Neither extreme is particularly pleasurable.,"Lock, Stock and Two Smoking Barrels"
